ID,Family,Genus,Species,colonizer/sedentary,P-N colonizer,N-P colonizer,P & N sedentary,Old colonizer - SPS,Old colonizer - GENUS,Confamilial sedentary,Within Nearctic,Within Palaearctic,Cosmopolite
281,MUSTELIDAE,Meles,Meles leucurus,sedentary,0,0,1,0,0,1,0,1,0
282,MUSTELIDAE,Meles,Meles meles,sedentary,0,0,1,0,0,1,0,1,0
283,MUSTELIDAE,Mellivora,Mellivora capensis,sedentary,0,0,1,0,0,1,0,1,0
284,MEPHITIDAE,Mephitis,Mephitis macroura,sedentary,0,0,1,0,0,0,1,0,0
285,MEPHITIDAE,Mephitis,Mephitis mephitis,sedentary,0,0,1,0,0,0,1,0,0
286,MURIDAE,Meriones,Meriones chengi,sedentary,0,0,1,0,0,0,0,1,0
287,MURIDAE,Meriones,Meriones crassus,sedentary,0,0,1,0,0,0,0,1,0
288,MURIDAE,Meriones,Meriones dahli,sedentary,0,0,1,0,0,0,0,1,0
289,MURIDAE,Meriones,Meriones libycus,sedentary,0,0,1,0,0,0,0,1,0
290,MURIDAE,Meriones,Meriones meridianus,sedentary,0,0,1,0,0,0,0,1,0
291,MURIDAE,Meriones,Meriones persicus,sedentary,0,0,1,0,0,0,0,1,0
292,MURIDAE,Meriones,Meriones tamariscinus,sedentary,0,0,1,0,0,0,0,1,0
293,MURIDAE,Meriones,Meriones tristrami,sedentary,0,0,1,0,0,0,0,1,0
294,MURIDAE,Meriones,Meriones unguiculatus,sedentary,0,0,1,0,0,0,0,1,0
295,MURIDAE,Meriones,Meriones vinogradovi,sedentary,0,0,1,0,0,0,0,1,0
296,MURIDAE,Meriones,Meriones zarudnyi,sedentary,0,0,1,0,0,0,0,1,0
297,ERINACEIDAE,Mesechinus,Mesechinus dauuricus,colonizer,0,1,0,0,0,0,0,1,0
298,ERINACEIDAE,Mesechinus,Mesechinus hughi,colonizer,0,1,0,0,0,0,0,1,0
299,CRICETIDAE,Mesocricetus,Mesocricetus brandti,sedentary,0,0,1,0,0,1,0,1,0
300,CRICETIDAE,Mesocricetus,Mesocricetus newtoni,sedentary,0,0,1,0,0,1,0,1,0
301,CRICETIDAE,Mesocricetus,Mesocricetus raddei,sedentary,0,0,1,0,0,1,0,1,0
302,HETEROMYIDAE,Microdipodops,Microdipodops megacephalus,sedentary,0,0,1,0,0,0,1,0,0
303,HETEROMYIDAE,Microdipodops,Microdipodops pallidus,sedentary,0,0,1,0,0,0,1,0,0
304,MURIDAE,Micromys,Micromys minutus,sedentary,0,0,1,0,0,0,0,1,0
305,CRICETIDAE,Microtus,Microtus agrestis,colonizer,1,0,0,0,0,0,0,1,0
306,CRICETIDAE,Microtus,Microtus arvalis,colonizer,1,0,0,0,0,0,0,1,0
307,CRICETIDAE,Microtus,Microtus bavaricus,colonizer,1,0,0,0,0,0,0,1,0
308,CRICETIDAE,Microtus,Microtus brachycercus,colonizer,1,0,0,0,0,0,0,1,0
309,CRICETIDAE,Microtus,Microtus cabrerae,colonizer,1,0,0,0,0,0,0,1,0
310,CRICETIDAE,Microtus,Microtus californicus,colonizer,1,0,0,0,0,0,1,0,0
311,CRICETIDAE,Microtus,Microtus canicaudus,colonizer,1,0,0,0,0,0,1,0,0
312,CRICETIDAE,Microtus,Microtus chrotorrhinus,colonizer,1,0,0,0,0,0,1,0,0
313,CRICETIDAE,Microtus,Microtus daghestanicus,colonizer,1,0,0,0,0,0,0,1,0
314,CRICETIDAE,Microtus,Microtus duodecimcostatus,colonizer,1,0,0,0,0,0,0,1,0
315,CRICETIDAE,Microtus,Microtus evoronensis,colonizer,1,0,0,0,0,0,0,1,0
316,CRICETIDAE,Microtus,Microtus felteni,colonizer,1,0,0,0,0,0,0,1,0
317,CRICETIDAE,Microtus,Microtus fortis,colonizer,1,0,0,0,0,0,0,1,0
318,CRICETIDAE,Microtus,Microtus gerbei,colonizer,1,0,0,0,0,0,0,1,0
319,CRICETIDAE,Microtus,Microtus gregalis,colonizer,1,0,0,0,0,0,0,1,0
320,CRICETIDAE,Microtus,Microtus hyperboreus,colonizer,1,0,0,0,0,0,0,1,0
321,CRICETIDAE,Microtus,Microtus ilaeus,colonizer,1,0,0,0,0,0,0,1,0
322,CRICETIDAE,Microtus,Microtus levis,colonizer,1,0,0,0,0,0,0,1,0
323,CRICETIDAE,Microtus,Microtus liechtensteini,colonizer,1,0,0,0,0,0,0,1,0
324,CRICETIDAE,Microtus,Microtus limnophilus,colonizer,1,0,0,0,0,0,0,1,0
325,CRICETIDAE,Microtus,Microtus longicaudus,colonizer,1,0,0,0,0,0,1,0,0
326,CRICETIDAE,Microtus,Microtus lusitanicus,colonizer,1,0,0,0,0,0,0,1,0
327,CRICETIDAE,Microtus,Microtus majori,colonizer,1,0,0,0,0,0,0,1,0
328,CRICETIDAE,Microtus,Microtus maximowiczii,colonizer,1,0,0,0,0,0,0,1,0
329,CRICETIDAE,Microtus,Microtus mexicanus,colonizer,1,0,0,0,0,0,1,0,0
330,CRICETIDAE,Microtus,Microtus middendorffii,colonizer,1,0,0,0,0,0,0,1,0
331,CRICETIDAE,Microtus,Microtus miurus,colonizer,1,0,0,0,0,0,1,0,0
332,CRICETIDAE,Microtus,Microtus mongolicus,colonizer,1,0,0,0,0,0,0,1,0
333,CRICETIDAE,Microtus,Microtus montanus,colonizer,1,0,0,0,0,0,1,0,0
334,CRICETIDAE,Microtus,Microtus mujanensis,colonizer,1,0,0,0,0,0,0,1,0
335,CRICETIDAE,Microtus,Microtus multiplex,colonizer,1,0,0,0,0,0,0,1,0
336,CRICETIDAE,Microtus,Microtus nasarovi,colonizer,1,0,0,0,0,0,0,1,0
337,CRICETIDAE,Microtus,Microtus ochrogaster,colonizer,1,0,0,0,0,0,1,0,0
338,CRICETIDAE,Microtus,Microtus oeconomus,colonizer,1,0,0,0,0,0,1,1,1
339,CRICETIDAE,Microtus,Microtus oregoni,colonizer,1,0,0,0,0,0,1,0,0
340,CRICETIDAE,Microtus,Microtus paradoxus,colonizer,1,0,0,0,0,0,0,1,0
341,CRICETIDAE,Microtus,Microtus pennsylvanicus,colonizer,1,0,0,0,0,0,1,0,0
342,CRICETIDAE,Microtus,Microtus pinetorum,colonizer,1,0,0,0,0,0,1,0,0
343,CRICETIDAE,Microtus,Microtus qazvinensis,colonizer,1,0,0,0,0,0,0,1,0
344,CRICETIDAE,Microtus,Microtus quasiater,colonizer,1,0,0,0,0,0,1,0,0
345,CRICETIDAE,Microtus,Microtus richardsoni,colonizer,1,0,0,0,0,0,1,0,0
346,CRICETIDAE,Microtus,Microtus savii,colonizer,1,0,0,0,0,0,0,1,0
347,CRICETIDAE,Microtus,Microtus schelkovnikovi,colonizer,1,0,0,0,0,0,0,1,0
348,CRICETIDAE,Microtus,Microtus schidlovskii,colonizer,1,0,0,0,0,0,0,1,0
